half,minutes,seconds,universal,uconn,duke,diff,individual_points,player,team
1,07,23,758,21,32,11,0,,
1,07,22,759,21,32,11,0,,
1,07,21,760,21,32,11,0,,
1,07,20,761,21,32,11,0,,
1,07,19,762,21,32,11,0,,
1,07,18,763,21,32,11,0,,
1,07,17,764,21,32,11,0,,
1,07,16,765,21,32,11,0,,
1,07,15,766,21,32,11,0,,
1,07,14,767,21,32,11,0,,
1,07,13,768,21,32,11,0,,
1,07,12,769,21,32,11,0,,
1,07,11,770,21,32,11,0,,
1,07,10,771,21,32,11,0,,
1,07,09,772,21,32,11,0,,
1,07,08,773,21,32,11,0,,
1,07,07,774,21,32,11,0,,
1,07,06,775,21,32,11,0,,
1,07,05,776,21,32,11,0,,
1,07,04,777,21,32,11,0,,
1,07,03,778,21,32,11,0,,
1,07,02,779,21,32,11,0,,
1,07,01,780,21,32,11,0,,
1,07,00,781,21,32,11,0,,
1,06,59,782,21,32,11,0,,
1,06,58,783,21,32,11,0,,
1,06,57,784,21,32,11,0,,
1,06,56,785,21,32,11,0,,
1,06,55,786,21,32,11,0,,
1,06,54,787,21,32,11,0,,
1,06,53,788,21,32,11,0,,
1,06,52,789,21,32,11,0,,
1,06,51,790,21,32,11,0,,
1,06,50,791,21,32,11,0,,
1,06,49,792,21,32,11,0,,
1,06,48,793,21,32,11,0,,
1,06,47,794,21,35,14,3,Dame Sarr,Duke
1,06,46,795,21,35,14,0,,
1,06,45,796,21,35,14,0,,
1,06,44,797,21,35,14,0,,
1,06,43,798,21,35,14,0,,
1,06,42,799,21,35,14,0,,
1,06,41,800,21,35,14,0,,
1,06,40,801,21,35,14,0,,
1,06,39,802,21,35,14,0,,
1,06,38,803,21,35,14,0,,
1,06,37,804,21,35,14,0,,
1,06,36,805,21,35,14,0,,
1,06,35,806,21,35,14,0,,
1,06,34,807,21,35,14,0,,
1,06,33,808,21,35,14,0,,
1,06,32,809,21,35,14,0,,
1,06,31,810,21,35,14,0,,
1,06,30,811,21,35,14,0,,
1,06,29,812,21,35,14,0,,
1,06,28,813,21,35,14,0,,
1,06,27,814,21,35,14,0,,
1,06,26,815,21,35,14,0,,
1,06,25,816,21,35,14,0,,
1,06,24,817,21,35,14,0,,
1,06,23,818,21,35,14,0,,
1,06,22,819,21,35,14,0,,
1,06,21,820,21,35,14,0,,
1,06,20,821,21,35,14,0,,
1,06,19,822,21,35,14,0,,
1,06,18,823,21,35,14,0,,
1,06,17,824,21,35,14,0,,
1,06,16,825,21,35,14,0,,
1,06,15,826,21,35,14,0,,
1,06,14,827,21,35,14,0,,
1,06,13,828,21,35,14,0,,
1,06,12,829,21,36,15,1,Cameron Boozer,Duke
1,06,11,830,21,36,15,0,,
1,06,10,831,21,36,15,0,,
1,06,09,832,21,36,15,0,,
1,06,08,833,21,36,15,0,,
1,06,07,834,21,36,15,0,,
1,06,06,835,21,36,15,0,,
1,06,05,836,21,36,15,0,,
1,06,04,837,21,36,15,0,,
1,06,03,838,21,36,15,0,,
1,06,02,839,21,36,15,0,,
1,06,01,840,21,36,15,0,,
1,06,00,841,21,36,15,0,,
1,05,59,842,21,36,15,0,,
1,05,58,843,21,36,15,0,,
1,05,57,844,21,36,15,0,,
1,05,56,845,21,36,15,0,,
1,05,55,846,21,36,15,0,,
1,05,54,847,21,36,15,0,,
1,05,53,848,21,36,15,0,,
1,05,52,849,21,36,15,0,,
1,05,51,850,21,36,15,0,,
1,05,50,851,21,36,15,0,,
1,05,49,852,21,36,15,0,,
1,05,48,853,21,36,15,0,,
1,05,47,854,21,36,15,0,,
1,05,46,855,21,36,15,0,,
1,05,45,856,21,36,15,0,,
1,05,44,857,21,36,15,0,,
1,05,43,858,21,36,15,0,,
1,05,42,859,21,36,15,0,,
1,05,41,860,21,36,15,0,,
1,05,40,861,21,36,15,0,,
1,05,39,862,21,36,15,0,,
1,05,38,863,21,36,15,0,,
1,05,37,864,21,36,15,0,,
1,05,36,865,21,36,15,0,,
1,05,35,866,21,36,15,0,,
1,05,34,867,21,36,15,0,,
1,05,33,868,21,36,15,0,,
1,05,32,869,21,36,15,0,,
1,05,31,870,21,36,15,0,,
1,05,30,871,21,36,15,0,,
1,05,29,872,21,36,15,0,,
1,05,28,873,21,36,15,0,,
1,05,27,874,21,38,17,2,Cameron Boozer,Duke
1,05,26,875,21,38,17,0,,
1,05,25,876,21,38,17,0,,
1,05,24,877,21,38,17,0,,
1,05,23,878,21,38,17,0,,
1,05,22,879,21,38,17,0,,
1,05,21,880,21,38,17,0,,
1,05,20,881,21,38,17,0,,
1,05,19,882,21,38,17,0,,
1,05,18,883,21,38,17,0,,
1,05,17,884,21,38,17,0,,
1,05,16,885,21,38,17,0,,
1,05,15,886,21,38,17,0,,
1,05,14,887,21,38,17,0,,
1,05,13,888,21,38,17,0,,
1,05,12,889,21,38,17,0,,
1,05,11,890,21,38,17,0,,
1,05,10,891,21,38,17,0,,
1,05,09,892,21,38,17,0,,
1,05,08,893,21,38,17,0,,
1,05,07,894,21,38,17,0,,
1,05,06,895,21,38,17,0,,
1,05,05,896,21,38,17,0,,
1,05,04,897,21,38,17,0,,
1,05,03,898,21,38,17,0,,
1,05,02,899,21,38,17,0,,
1,05,01,900,21,40,19,2,Cameron Boozer,Duke
1,05,00,901,21,40,19,0,,
1,04,59,902,21,40,19,0,,
1,04,58,903,21,40,19,0,,
1,04,57,904,21,40,19,0,,
1,04,56,905,21,40,19,0,,
1,04,55,906,21,40,19,0,,
1,04,54,907,21,40,19,0,,
1,04,53,908,21,40,19,0,,
1,04,52,909,21,40,19,0,,
1,04,51,910,21,40,19,0,,
1,04,50,911,21,40,19,0,,
1,04,49,912,21,40,19,0,,
1,04,48,913,21,40,19,0,,
1,04,47,914,21,40,19,0,,
1,04,46,915,21,40,19,0,,
1,04,45,916,21,40,19,0,,
1,04,44,917,21,40,19,0,,
1,04,43,918,21,40,19,0,,
1,04,42,919,21,40,19,0,,
1,04,41,920,21,40,19,0,,
1,04,40,921,21,40,19,0,,
1,04,39,922,21,40,19,0,,
1,04,38,923,21,40,19,0,,
1,04,37,924,21,40,19,0,,
1,04,36,925,21,40,19,0,,
1,04,35,926,21,40,19,0,,
1,04,34,927,21,40,19,0,,
1,04,33,928,21,40,19,0,,
1,04,32,929,21,40,19,0,,
1,04,31,930,21,40,19,0,,
1,04,30,931,21,40,19,0,,
1,04,29,932,21,40,19,0,,
1,04,28,933,21,40,19,0,,
1,04,27,934,21,40,19,0,,
1,04,26,935,21,40,19,0,,
1,04,25,936,21,40,19,0,,
1,04,24,937,21,40,19,0,,
1,04,23,938,21,40,19,0,,
1,04,22,939,21,40,19,0,,
1,04,21,940,21,40,19,0,,
1,04,20,941,21,40,19,0,,
1,04,19,942,21,40,19,0,,
1,04,18,943,21,40,19,0,,
1,04,17,944,21,40,19,0,,
1,04,16,945,21,40,19,0,,
1,04,15,946,21,40,19,0,,
1,04,14,947,21,40,19,0,,
1,04,13,948,23,40,17,2,Solo Ball,Uconn
1,04,12,949,23,40,17,0,,
1,04,11,950,23,40,17,0,,
1,04,10,951,23,40,17,0,,
1,04,09,952,23,40,17,0,,
1,04,08,953,23,40,17,0,,
1,04,07,954,23,40,17,0,,
1,04,06,955,23,40,17,0,,
1,04,05,956,23,40,17,0,,
1,04,04,957,23,40,17,0,,
1,04,03,958,23,40,17,0,,
1,04,02,959,23,42,19,2,Cayden Boozer,Duke
1,04,01,960,23,42,19,0,,
1,04,00,961,23,42,19,0,,
1,03,59,962,23,42,19,0,,
1,03,58,963,23,42,19,0,,
1,03,57,964,23,42,19,0,,
1,03,56,965,23,42,19,0,,
1,03,55,966,23,42,19,0,,
1,03,54,967,23,42,19,0,,
1,03,53,968,23,42,19,0,,
1,03,52,969,23,42,19,0,,
1,03,51,970,23,42,19,0,,
1,03,50,971,23,42,19,0,,
1,03,49,972,23,42,19,0,,
1,03,48,973,23,42,19,0,,
1,03,47,974,23,42,19,0,,
1,03,46,975,23,42,19,0,,
1,03,45,976,23,42,19,0,,
1,03,44,977,23,42,19,0,,
1,03,43,978,23,42,19,0,,
1,03,42,979,23,42,19,0,,
1,03,41,980,25,42,17,2,Malachi Smith,Uconn
1,03,40,981,25,42,17,0,,
1,03,39,982,25,42,17,0,,
1,03,38,983,25,42,17,0,,
1,03,37,984,25,42,17,0,,
1,03,36,985,25,42,17,0,,
1,03,35,986,25,42,17,0,,
1,03,34,987,25,42,17,0,,
1,03,33,988,25,42,17,0,,
1,03,32,989,25,42,17,0,,
1,03,31,990,25,42,17,0,,
1,03,30,991,25,42,17,0,,
1,03,29,992,25,42,17,0,,
1,03,28,993,25,42,17,0,,
1,03,27,994,25,42,17,0,,
1,03,26,995,25,42,17,0,,
1,03,25,996,25,42,17,0,,
1,03,24,997,25,44,19,2,Cayden Boozer,Duke
1,03,23,998,25,44,19,0,,
1,03,22,999,25,44,19,0,,
1,03,21,1000,25,44,19,0,,
1,03,20,1001,25,44,19,0,,
1,03,19,1002,25,44,19,0,,
1,03,18,1003,25,44,19,0,,
1,03,17,1004,25,44,19,0,,
1,03,16,1005,25,44,19,0,,
1,03,15,1006,25,44,19,0,,
1,03,14,1007,25,44,19,0,,
1,03,13,1008,25,44,19,0,,
1,03,12,1009,25,44,19,0,,
1,03,11,1010,25,44,19,0,,
1,03,10,1011,25,44,19,0,,
1,03,09,1012,25,44,19,0,,
1,03,08,1013,25,44,19,0,,
1,03,07,1014,25,44,19,0,,
1,03,06,1015,25,44,19,0,,
1,03,05,1016,25,44,19,0,,
1,03,04,1017,25,44,19,0,,
1,03,03,1018,25,44,19,0,,
1,03,02,1019,25,44,19,0,,
1,03,01,1020,25,44,19,0,,
1,03,00,1021,25,44,19,0,,
1,02,59,1022,25,44,19,0,,
1,02,58,1023,25,44,19,0,,
1,02,57,1024,25,44,19,0,,
1,02,56,1025,25,44,19,0,,
1,02,55,1026,25,44,19,0,,
1,02,54,1027,25,44,19,0,,
1,02,53,1028,25,44,19,0,,
1,02,52,1029,25,44,19,0,,
1,02,51,1030,25,44,19,0,,
1,02,50,1031,25,44,19,0,,
1,02,49,1032,25,44,19,0,,
1,02,48,1033,25,44,19,0,,
1,02,47,1034,25,44,19,0,,
1,02,46,1035,25,44,19,0,,
1,02,45,1036,25,44,19,0,,
1,02,44,1037,25,44,19,0,,
1,02,43,1038,25,44,19,0,,
1,02,42,1039,25,44,19,0,,
1,02,41,1040,25,44,19,0,,
1,02,40,1041,25,44,19,0,,
1,02,39,1042,25,44,19,0,,
1,02,38,1043,25,44,19,0,,
1,02,37,1044,25,44,19,0,,
1,02,36,1045,25,44,19,0,,
1,02,35,1046,25,44,19,0,,
1,02,34,1047,25,44,19,0,,
1,02,33,1048,25,44,19,0,,
1,02,32,1049,25,44,19,0,,
1,02,31,1050,25,44,19,0,,
1,02,30,1051,25,44,19,0,,
1,02,29,1052,25,44,19,0,,
1,02,28,1053,25,44,19,0,,
1,02,27,1054,25,44,19,0,,
1,02,26,1055,25,44,19,0,,
1,02,25,1056,25,44,19,0,,
1,02,24,1057,25,44,19,0,,
1,02,23,1058,25,44,19,0,,
1,02,22,1059,25,44,19,0,,
1,02,21,1060,25,44,19,0,,
1,02,20,1061,25,44,19,0,,
1,02,19,1062,25,44,19,0,,
1,02,18,1063,25,44,19,0,,
1,02,17,1064,25,44,19,0,,
1,02,16,1065,25,44,19,0,,
1,02,15,1066,25,44,19,0,,
1,02,14,1067,25,44,19,0,,
1,02,13,1068,25,44,19,0,,
1,02,12,1069,25,44,19,0,,
1,02,11,1070,25,44,19,0,,
1,02,10,1071,25,44,19,0,,
1,02,09,1072,25,44,19,0,,
1,02,08,1073,25,44,19,0,,
1,02,07,1074,25,44,19,0,,
1,02,06,1075,25,44,19,0,,
1,02,05,1076,25,44,19,0,,
1,02,04,1077,25,44,19,0,,
1,02,03,1078,25,44,19,0,,
1,02,02,1079,25,44,19,0,,
1,02,01,1080,25,44,19,0,,
1,02,00,1081,25,44,19,0,,
1,01,59,1082,25,44,19,0,,
1,01,58,1083,25,44,19,0,,
1,01,57,1084,25,44,19,0,,
1,01,56,1085,25,44,19,0,,
1,01,55,1086,25,44,19,0,,
1,01,54,1087,25,44,19,0,,
1,01,53,1088,25,44,19,0,,
1,01,52,1089,25,44,19,0,,
1,01,51,1090,25,44,19,0,,
1,01,50,1091,25,44,19,0,,
1,01,49,1092,25,44,19,0,,
1,01,48,1093,25,44,19,0,,
1,01,47,1094,25,44,19,0,,
1,01,46,1095,25,44,19,0,,
1,01,45,1096,25,44,19,0,,
1,01,44,1097,25,44,19,0,,
1,01,43,1098,25,44,19,0,,
1,01,42,1099,25,44,19,0,,
1,01,41,1100,25,44,19,0,,
1,01,40,1101,25,44,19,0,,
1,01,39,1102,25,44,19,0,,
1,01,38,1103,25,44,19,0,,
1,01,37,1104,25,44,19,0,,
1,01,36,1105,25,44,19,0,,
1,01,35,1106,25,44,19,0,,
1,01,34,1107,25,44,19,0,,
1,01,33,1108,25,44,19,0,,
1,01,32,1109,25,44,19,0,,
1,01,31,1110,25,44,19,0,,
1,01,30,1111,25,44,19,0,,
1,01,29,1112,25,44,19,0,,
1,01,28,1113,25,44,19,0,,
1,01,27,1114,25,44,19,0,,
1,01,26,1115,25,44,19,0,,
1,01,25,1116,25,44,19,0,,
1,01,24,1117,25,44,19,0,,
1,01,23,1118,25,44,19,0,,
1,01,22,1119,25,44,19,0,,
1,01,21,1120,25,44,19,0,,
1,01,20,1121,25,44,19,0,,
1,01,19,1122,25,44,19,0,,
1,01,18,1123,25,44,19,0,,
1,01,17,1124,25,44,19,0,,
1,01,16,1125,25,44,19,0,,
1,01,15,1126,25,44,19,0,,
1,01,14,1127,25,44,19,0,,
1,01,13,1128,25,44,19,0,,
1,01,12,1129,25,44,19,0,,
1,01,11,1130,25,44,19,0,,
1,01,10,1131,25,44,19,0,,
1,01,09,1132,25,44,19,0,,
1,01,08,1133,25,44,19,0,,
1,01,07,1134,25,44,19,0,,
1,01,06,1135,27,44,17,2,Malachi Smith,Uconn
1,01,05,1136,27,44,17,0,,
1,01,04,1137,27,44,17,0,,
1,01,03,1138,27,44,17,0,,
1,01,02,1139,27,44,17,0,,
1,01,01,1140,27,44,17,0,,
1,01,00,1141,27,44,17,0,,
1,00,59,1142,27,44,17,0,,
1,00,58,1143,27,44,17,0,,
1,00,57,1144,27,44,17,0,,
1,00,56,1145,27,44,17,0,,
1,00,55,1146,27,44,17,0,,
1,00,54,1147,27,44,17,0,,
1,00,53,1148,27,44,17,0,,
1,00,52,1149,27,44,17,0,,
1,00,51,1150,27,44,17,0,,
1,00,50,1151,27,44,17,0,,
1,00,49,1152,27,44,17,0,,
1,00,48,1153,27,44,17,0,,
1,00,47,1154,27,44,17,0,,
1,00,46,1155,27,44,17,0,,
1,00,45,1156,27,44,17,0,,
1,00,44,1157,27,44,17,0,,
1,00,43,1158,27,44,17,0,,
1,00,42,1159,27,44,17,0,,
1,00,41,1160,27,44,17,0,,
1,00,40,1161,27,44,17,0,,
1,00,39,1162,27,44,17,0,,
1,00,38,1163,27,44,17,0,,
1,00,37,1164,27,44,17,0,,
1,00,36,1165,27,44,17,0,,
1,00,35,1166,27,44,17,0,,
1,00,34,1167,27,44,17,0,,
1,00,33,1168,27,44,17,0,,
1,00,32,1169,27,44,17,0,,
1,00,31,1170,27,44,17,0,,
1,00,30,1171,27,44,17,0,,
1,00,29,1172,27,44,17,0,,
1,00,28,1173,27,44,17,0,,
1,00,27,1174,27,44,17,0,,
1,00,26,1175,29,44,15,2,Eric Reibe,Uconn
1,00,25,1176,29,44,15,0,,
1,00,24,1177,29,44,15,0,,
1,00,23,1178,29,44,15,0,,
1,00,22,1179,29,44,15,0,,
1,00,21,1180,29,44,15,0,,
1,00,20,1181,29,44,15,0,,
1,00,19,1182,29,44,15,0,,
1,00,18,1183,29,44,15,0,,
1,00,17,1184,29,44,15,0,,
1,00,16,1185,29,44,15,0,,
1,00,15,1186,29,44,15,0,,
1,00,14,1187,29,44,15,0,,
1,00,13,1188,29,44,15,0,,
1,00,12,1189,29,44,15,0,,
1,00,11,1190,29,44,15,0,,
1,00,10,1191,29,44,15,0,,
1,00,09,1192,29,44,15,0,,
1,00,08,1193,29,44,15,0,,
1,00,07,1194,29,44,15,0,,
1,00,06,1195,29,44,15,0,,
1,00,05,1196,29,44,15,0,,
1,00,04,1197,29,44,15,0,,
1,00,03,1198,29,44,15,0,,
1,00,02,1199,29,44,15,0,,
1,00,01,1200,29,44,15,0,,
1,00,00,1201,29,44,15,0,,
2,20,00,1202,29,44,15,0,,
2,19,59,1203,29,44,15,0,,
2,19,58,1204,29,44,15,0,,
2,19,57,1205,29,44,15,0,,
2,19,56,1206,29,44,15,0,,
2,19,55,1207,29,44,15,0,,
2,19,54,1208,29,44,15,0,,
2,19,53,1209,29,44,15,0,,
2,19,52,1210,29,44,15,0,,
2,19,51,1211,29,44,15,0,,
2,19,50,1212,29,44,15,0,,
2,19,49,1213,29,44,15,0,,
2,19,48,1214,29,44,15,0,,
2,19,47,1215,29,44,15,0,,
2,19,46,1216,29,44,15,0,,
2,19,45,1217,29,44,15,0,,
2,19,44,1218,29,44,15,0,,
2,19,43,1219,29,44,15,0,,
2,19,42,1220,29,44,15,0,,
2,19,41,1221,29,44,15,0,,
2,19,40,1222,29,44,15,0,,
2,19,39,1223,29,44,15,0,,
2,19,38,1224,29,44,15,0,,
2,19,37,1225,29,44,15,0,,
2,19,36,1226,29,44,15,0,,
2,19,35,1227,29,44,15,0,,
2,19,34,1228,29,44,15,0,,
2,19,33,1229,29,44,15,0,,
2,19,32,1230,29,44,15,0,,
2,19,31,1231,29,44,15,0,,
2,19,30,1232,29,44,15,0,,
2,19,29,1233,29,44,15,0,,
2,19,28,1234,29,44,15,0,,
2,19,27,1235,29,44,15,0,,
2,19,26,1236,29,44,15,0,,
2,19,25,1237,29,44,15,0,,
2,19,24,1238,29,44,15,0,,
2,19,23,1239,29,44,15,0,,
2,19,22,1240,29,44,15,0,,
2,19,21,1241,29,44,15,0,,
2,19,20,1242,29,44,15,0,,
2,19,19,1243,29,44,15,0,,
2,19,18,1244,29,44,15,0,,
2,19,17,1245,29,44,15,0,,
2,19,16,1246,29,44,15,0,,
2,19,15,1247,29,44,15,0,,
2,19,14,1248,29,44,15,0,,
2,19,13,1249,29,44,15,0,,
2,19,12,1250,29,46,17,2,Cameron Boozer,Duke
2,19,11,1251,29,46,17,0,,
2,19,10,1252,29,46,17,0,,
2,19,09,1253,29,46,17,0,,
2,19,08,1254,29,46,17,0,,
2,19,07,1255,29,46,17,0,,
2,19,06,1256,29,46,17,0,,
2,19,05,1257,29,46,17,0,,
2,19,04,1258,29,46,17,0,,
